Ticker,Date,Open,High,Low,Close,Volume,Strike,Expiration
O:SPY250304P00510000,2025-03-03,0.01,0.02,0.01,0.02,248,510,2025-03-04
O:SPY250304P00510000,2025-03-04,0.01,0.01,0.01,0.01,2,510,2025-03-04
O:SPY250304P00515000,2025-03-03,0.02,0.02,0.01,0.01,1074,515,2025-03-04
O:SPY250304P00520000,2025-03-03,0.01,0.03,0.01,0.01,850,520,2025-03-04
O:SPY250304P00525000,2025-03-03,0.01,0.04,0.01,0.01,10720,525,2025-03-04
O:SPY250304P00530000,2025-03-03,0.01,0.04,0.01,0.01,2142,530,2025-03-04
O:SPY250304P00530000,2025-03-04,0.01,0.01,0.01,0.01,380,530,2025-03-04
O:SPY250304P00535000,2025-03-03,0.02,0.05,0.01,0.01,3442,535,2025-03-04
O:SPY250304P00535000,2025-03-04,0.01,0.02,0.01,0.01,3892,535,2025-03-04
O:SPY250304P00540000,2025-03-03,0.01,0.06,0.01,0.02,1558,540,2025-03-04
O:SPY250304P00540000,2025-03-04,0.01,0.03,0.01,0.01,3640,540,2025-03-04
O:SPY250304P00545000,2025-03-03,0.01,0.07,0.01,0.02,2756,545,2025-03-04
O:SPY250304P00545000,2025-03-04,0.01,0.03,0.01,0.01,9184,545,2025-03-04
O:SPY250304P00550000,2025-03-03,0.03,0.08,0.01,0.02,10174,550,2025-03-04
O:SPY250304P00550000,2025-03-04,0.03,0.05,0.01,0.01,17664,550,2025-03-04
O:SPY250304P00551000,2025-03-03,0.02,0.08,0.02,0.02,8133,551,2025-03-04
O:SPY250304P00551000,2025-03-04,0.03,0.06,0.01,0.01,12108,551,2025-03-04
O:SPY250304P00552000,2025-03-03,0.02,0.09,0.01,0.02,4112,552,2025-03-04
O:SPY250304P00552000,2025-03-04,0.03,0.07,0.01,0.01,7016,552,2025-03-04
O:SPY250304P00553000,2025-03-03,0.02,0.1,0.02,0.02,6444,553,2025-03-04
O:SPY250304P00553000,2025-03-04,0.03,0.07,0.01,0.01,11796,553,2025-03-04
O:SPY250304P00554000,2025-03-03,0.03,0.1,0.01,0.03,5316,554,2025-03-04
O:SPY250304P00554000,2025-03-04,0.04,0.09,0.01,0.01,22658,554,2025-03-04
O:SPY250304P00555000,2025-03-03,0.02,0.11,0.02,0.03,7288,555,2025-03-04
O:SPY250304P00555000,2025-03-04,0.05,0.1,0.01,0.01,51222,555,2025-03-04
O:SPY250304P00556000,2025-03-03,0.03,0.11,0.03,0.03,2044,556,2025-03-04
O:SPY250304P00556000,2025-03-04,0.05,0.12,0.01,0.01,47605,556,2025-03-04
O:SPY250304P00557000,2025-03-03,0.02,0.13,0.02,0.03,2496,557,2025-03-04
O:SPY250304P00557000,2025-03-04,0.06,0.14,0.01,0.01,61796,557,2025-03-04
O:SPY250304P00558000,2025-03-03,0.03,0.14,0.02,0.03,1884,558,2025-03-04
O:SPY250304P00558000,2025-03-04,0.06,0.17,0.01,0.01,76034,558,2025-03-04
O:SPY250304P00559000,2025-03-03,0.02,0.15,0.02,0.03,2176,559,2025-03-04
O:SPY250304P00559000,2025-03-04,0.09,0.2,0.01,0.01,31422,559,2025-03-04
O:SPY250304P00560000,2025-03-03,0.02,0.18,0.02,0.04,3672,560,2025-03-04
O:SPY250304P00560000,2025-03-04,0.1,0.24,0.01,0.01,61012,560,2025-03-04
O:SPY250304P00561000,2025-03-03,0.02,0.2,0.02,0.05,6540,561,2025-03-04
O:SPY250304P00561000,2025-03-04,0.1,0.29,0.01,0.01,36088,561,2025-03-04
O:SPY250304P00562000,2025-03-03,0.02,0.23,0.02,0.05,5677,562,2025-03-04
O:SPY250304P00562000,2025-03-04,0.12,0.34,0.01,0.01,50297,562,2025-03-04
O:SPY250304P00563000,2025-03-03,0.04,0.26,0.02,0.06,11020,563,2025-03-04
O:SPY250304P00563000,2025-03-04,0.15,0.42,0.01,0.01,81787,563,2025-03-04
O:SPY250304P00564000,2025-03-03,0.03,0.3,0.02,0.07,11352,564,2025-03-04
O:SPY250304P00564000,2025-03-04,0.17,0.51,0.01,0.01,108207,564,2025-03-04
O:SPY250304P00565000,2025-03-03,0.05,0.36,0.02,0.09,10662,565,2025-03-04
O:SPY250304P00565000,2025-03-04,0.22,0.64,0.01,0.01,163078,565,2025-03-04
O:SPY250304P00566000,2025-03-03,0.05,0.42,0.03,0.1,7419,566,2025-03-04
O:SPY250304P00566000,2025-03-04,0.22,0.77,0.01,0.01,124151,566,2025-03-04
O:SPY250304P00567000,2025-03-03,0.04,0.49,0.03,0.12,7306,567,2025-03-04
O:SPY250304P00567000,2025-03-04,0.29,0.94,0.01,0.01,162611,567,2025-03-04
O:SPY250304P00568000,2025-03-03,0.05,0.57,0.04,0.15,6684,568,2025-03-04
O:SPY250304P00568000,2025-03-04,0.32,1.17,0.01,0.01,220527,568,2025-03-04
O:SPY250304P00569000,2025-03-03,0.05,0.68,0.03,0.18,9089,569,2025-03-04
O:SPY250304P00569000,2025-03-04,0.38,1.42,0.01,0.01,169660,569,2025-03-04
O:SPY250304P00570000,2025-03-03,0.05,0.81,0.04,0.21,31468,570,2025-03-04
O:SPY250304P00570000,2025-03-04,0.47,1.74,0.01,0.01,608898,570,2025-03-04
O:SPY250304P00571000,2025-03-03,0.07,0.96,0.04,0.27,15896,571,2025-03-04
O:SPY250304P00571000,2025-03-04,0.54,2.11,0.01,0.01,279713,571,2025-03-04
O:SPY250304P00572000,2025-03-03,0.08,1.14,0.05,0.31,20760,572,2025-03-04
O:SPY250304P00572000,2025-03-04,0.6,2.56,0.01,0.01,449789,572,2025-03-04
O:SPY250304P00573000,2025-03-03,0.1,1.35,0.06,0.37,20514,573,2025-03-04
O:SPY250304P00573000,2025-03-04,0.88,3.08,0.01,0.01,499345,573,2025-03-04
O:SPY250304P00574000,2025-03-03,0.11,1.55,0.06,0.46,25937,574,2025-03-04
O:SPY250304P00574000,2025-03-04,1.07,3.65,0.01,0.01,536286,574,2025-03-04
O:SPY250304P00575000,2025-03-03,0.13,1.85,0.07,0.54,84127,575,2025-03-04
O:SPY250304P00575000,2025-03-04,1.3,4.26,0.01,0.01,667388,575,2025-03-04
O:SPY250304P00576000,2025-03-03,0.14,2.13,0.08,0.67,37678,576,2025-03-04
O:SPY250304P00576000,2025-03-04,1.56,4.95,0.01,0.01,503084,576,2025-03-04
O:SPY250304P00577000,2025-03-03,0.17,2.45,0.1,0.8,54022,577,2025-03-04
O:SPY250304P00577000,2025-03-04,1.87,5.71,0.01,0.02,436664,577,2025-03-04
O:SPY250304P00578000,2025-03-03,0.21,2.84,0.14,0.97,46760,578,2025-03-04
O:SPY250304P00578000,2025-03-04,2.23,6.5,0.03,0.1,424156,578,2025-03-04
O:SPY250304P00579000,2025-03-03,0.23,3.25,0.16,1.18,36494,579,2025-03-04
O:SPY250304P00579000,2025-03-04,2.54,7.36,0.04,0.45,327856,579,2025-03-04
O:SPY250304P00580000,2025-03-03,0.29,3.7,0.19,1.4,165610,580,2025-03-04
O:SPY250304P00580000,2025-03-04,3.16,8.2,0.07,0.99,324719,580,2025-03-04
O:SPY250304P00581000,2025-03-03,0.35,4.18,0.24,1.7,70668,581,2025-03-04
O:SPY250304P00581000,2025-03-04,3.66,8.99,0.13,1.31,200340,581,2025-03-04
O:SPY250304P00582000,2025-03-03,0.4,4.7,0.28,2,75394,582,2025-03-04
O:SPY250304P00582000,2025-03-04,4.16,10,0.23,3.75,274341,582,2025-03-04
O:SPY250304P00583000,2025-03-03,0.44,5.25,0.32,2.35,65723,583,2025-03-04
O:SPY250304P00583000,2025-03-04,4.96,10.84,0.42,3.8,106142,583,2025-03-04
O:SPY250304P00584000,2025-03-03,0.54,5.91,0.39,2.74,55448,584,2025-03-04
O:SPY250304P00584000,2025-03-04,5.52,11.73,0.69,4.73,58136,584,2025-03-04
O:SPY250304P00585000,2025-03-03,0.63,6.56,0.47,3.25,140028,585,2025-03-04
O:SPY250304P00585000,2025-03-04,6.41,12.83,1.07,6,41421,585,2025-03-04
O:SPY250304P00586000,2025-03-03,0.76,7.14,0.55,3.83,61406,586,2025-03-04
O:SPY250304P00586000,2025-03-04,6.71,13.8,1.6,6.8,13538,586,2025-03-04
O:SPY250304P00587000,2025-03-03,0.86,7.99,0.65,4.27,55503,587,2025-03-04
O:SPY250304P00587000,2025-03-04,8.15,14.5,2.29,8.4,7322,587,2025-03-04
O:SPY250304P00588000,2025-03-03,0.97,8.81,0.76,5.02,78191,588,2025-03-04
O:SPY250304P00588000,2025-03-04,8.97,15.5,3.11,9.8,4960,588,2025-03-04
O:SPY250304P00589000,2025-03-03,1.18,9.55,0.88,5.52,81866,589,2025-03-04
O:SPY250304P00589000,2025-03-04,9.76,16.62,3.91,11.61,4009,589,2025-03-04
O:SPY250304P00590000,2025-03-03,1.35,10.47,1.03,6.26,146305,590,2025-03-04
O:SPY250304P00590000,2025-03-04,10.73,17.6,4.8,11.04,5272,590,2025-03-04
O:SPY250304P00591000,2025-03-03,1.58,11.33,1.21,7.19,59882,591,2025-03-04
O:SPY250304P00591000,2025-03-04,11.49,18.5,5.8,12.98,1826,591,2025-03-04
O:SPY250304P00592000,2025-03-03,1.78,12.23,1.4,7.85,66435,592,2025-03-04
O:SPY250304P00592000,2025-03-04,12.22,19.65,6.91,14.21,1234,592,2025-03-04
O:SPY250304P00593000,2025-03-03,2.08,13.15,1.67,8.86,75446,593,2025-03-04
O:SPY250304P00593000,2025-03-04,13.5,20.57,8.4,13.71,1292,593,2025-03-04
O:SPY250304P00594000,2025-03-03,2.45,13.8,1.87,9.39,48150,594,2025-03-04
O:SPY250304P00594000,2025-03-04,14.52,21.39,10.1,14.53,770,594,2025-03-04
O:SPY250304P00595000,2025-03-03,2.75,15,2.17,10.52,38346,595,2025-03-04
O:SPY250304P00595000,2025-03-04,15.46,22.23,10,15.79,844,595,2025-03-04
O:SPY250304P00596000,2025-03-03,3.17,15.6,2.5,11.22,16263,596,2025-03-04
O:SPY250304P00596000,2025-03-04,16.55,23.52,11.17,19.46,324,596,2025-03-04
O:SPY250304P00597000,2025-03-03,3.66,16.39,2.88,12.08,11298,597,2025-03-04
O:SPY250304P00597000,2025-03-04,17.59,24.28,12.4,20.63,224,597,2025-03-04
O:SPY250304P00598000,2025-03-03,4.07,16.44,3.33,13.4,27618,598,2025-03-04
O:SPY250304P00598000,2025-03-04,18.75,25.63,14.52,21.33,106,598,2025-03-04
O:SPY250304P00599000,2025-03-03,4.74,17.25,3.83,14.19,1804,599,2025-03-04
O:SPY250304P00599000,2025-03-04,19.77,25,18.72,22.58,112,599,2025-03-04
O:SPY250304P00600000,2025-03-03,5.32,19.45,4.4,14.96,3314,600,2025-03-04
O:SPY250304P00600000,2025-03-04,20.29,27.11,16.23,22.91,184,600,2025-03-04
O:SPY250304P00601000,2025-03-03,6.06,17.49,5,17.49,300,601,2025-03-04
O:SPY250304P00601000,2025-03-04,20.97,27.71,20.97,24.58,18,601,2025-03-04
O:SPY250304P00602000,2025-03-03,6.67,22,5.7,22,398,602,2025-03-04
O:SPY250304P00602000,2025-03-04,21.97,25.63,19.82,23.57,52,602,2025-03-04
O:SPY250304P00603000,2025-03-03,7.2,21,7.2,21,136,603,2025-03-04
O:SPY250304P00603000,2025-03-04,22.78,28.37,22.78,25.07,30,603,2025-03-04
O:SPY250304P00604000,2025-03-03,8.41,23,7.27,19.5,634,604,2025-03-04
O:SPY250304P00604000,2025-03-04,23.97,28.61,20.44,27.07,18,604,2025-03-04
O:SPY250304P00605000,2025-03-03,9.24,22.29,8.76,22.29,102,605,2025-03-04
O:SPY250304P00605000,2025-03-04,25.15,28.62,22,28.02,48,605,2025-03-04
O:SPY250304P00606000,2025-03-03,9.9,21.98,9.9,21.39,20,606,2025-03-04
O:SPY250304P00606000,2025-03-04,26.5,32.1,25.36,25.36,12,606,2025-03-04
O:SPY250304P00607000,2025-03-03,14.5,15.5,14.5,15.5,20,607,2025-03-04
O:SPY250304P00608000,2025-03-03,26.7,27,26.7,27,4,608,2025-03-04
O:SPY250304P00608000,2025-03-04,34.97,34.97,34.97,34.97,4,608,2025-03-04
O:SPY250304P00609000,2025-03-03,17.65,23.4,15.39,23.4,20,609,2025-03-04
O:SPY250304P00609000,2025-03-04,32.66,32.68,32.66,32.68,4,609,2025-03-04
O:SPY250304P00610000,2025-03-03,18.01,18.01,18.01,18.01,2,610,2025-03-04
O:SPY250304P00610000,2025-03-04,33.65,33.65,33.62,33.62,4,610,2025-03-04
O:SPY250304P00611000,2025-03-03,31,31,29,29,4,611,2025-03-04
O:SPY250304P00611000,2025-03-04,33.3,33.98,32.76,32.76,8,611,2025-03-04
O:SPY250304P00612000,2025-03-03,22.5,22.5,22.5,22.5,2,612,2025-03-04
O:SPY250304P00613000,2025-03-03,31,31,31,31,30,613,2025-03-04
O:SPY250304P00613000,2025-03-04,37.7,37.7,37.2,37.2,54,613,2025-03-04
O:SPY250304P00615000,2025-03-03,19.52,30.25,19.52,30.25,14,615,2025-03-04
O:SPY250304P00615000,2025-03-04,36.84,36.86,36.84,36.86,4,615,2025-03-04
O:SPY250304P00619000,2025-03-03,26.76,30.75,26.75,30.75,16,619,2025-03-04
O:SPY250304P00619000,2025-03-04,43.3,43.3,40.89,40.89,4,619,2025-03-04
O:SPY250304P00621000,2025-03-03,32.5,32.5,30.8,30.8,140,621,2025-03-04
O:SPY250304P00625000,2025-03-03,43,43,43,43,2,625,2025-03-04
O:SPY250304P00625000,2025-03-04,45.13,45.13,45.13,45.13,2,625,2025-03-04
O:SPY250304P00680000,2025-03-04,102.24,102.24,96.82,96.82,40,680,2025-03-04
O:SPY250304P00700000,2025-03-04,126.06,126.42,117.75,117.75,20,700,2025-03-04
O:SPY250305C00400000,2025-03-03,191.98,192.71,191.98,192.71,4,400,2025-03-05
O:SPY250305C00400000,2025-03-05,178.69,178.69,178.69,178.69,4,400,2025-03-05
O:SPY250305C00425000,2025-03-04,152.88,152.88,152.88,152.88,20,425,2025-03-05
O:SPY250305C00450000,2025-03-03,141.99,142.75,141.99,142.75,4,450,2025-03-05
O:SPY250305C00470000,2025-03-03,126.74,126.85,124.66,124.69,258,470,2025-03-05
O:SPY250305C00475000,2025-03-03,119.51,120.49,118.97,119.29,244,475,2025-03-05
O:SPY250305C00500000,2025-03-03,82.48,82.48,82.48,82.48,20,500,2025-03-05
O:SPY250305C00510000,2025-03-04,72.22,72.22,72.22,72.22,4,510,2025-03-05
O:SPY250305C00510000,2025-03-05,73.18,73.18,73.18,73.18,4,510,2025-03-05
O:SPY250305C00520000,2025-03-03,76.8,76.91,74.67,74.75,258,520,2025-03-05
O:SPY250305C00520000,2025-03-04,57.82,57.82,57.82,57.82,8,520,2025-03-05
O:SPY250305C00520000,2025-03-05,63.15,63.15,63.15,63.15,2,520,2025-03-05
O:SPY250305C00525000,2025-03-03,69.57,70.55,66.69,67.03,320,525,2025-03-05
O:SPY250305C00535000,2025-03-04,47.22,47.22,47.22,47.22,2,535,2025-03-05
O:SPY250305C00535000,2025-03-05,48.28,48.28,48.28,48.28,2,535,2025-03-05
O:SPY250305C00545000,2025-03-04,33.35,33.35,32.95,32.95,4,545,2025-03-05
O:SPY250305C00550000,2025-03-04,28.32,29.31,24.65,29.31,52,550,2025-03-05
O:SPY250305C00550000,2025-03-05,25.84,25.84,22.55,22.55,4,550,2025-03-05
O:SPY250305C00551000,2025-03-04,29.46,29.46,29.46,29.46,2,551,2025-03-05
O:SPY250305C00551000,2025-03-05,32.21,32.21,32.21,32.21,2,551,2025-03-05
O:SPY250305C00555000,2025-03-04,24.06,24.06,24.06,24.06,2,555,2025-03-05
O:SPY250305C00555000,2025-03-05,21.49,29.12,18.27,28.37,30,555,2025-03-05
O:SPY250305C00556000,2025-03-03,38.99,38.99,38.54,38.54,22,556,2025-03-05
O:SPY250305C00556000,2025-03-04,22.49,22.49,22.49,22.49,22,556,2025-03-05
O:SPY250305C00557000,2025-03-05,19.08,19.08,17.39,17.39,24,557,2025-03-05
O:SPY250305C00558000,2025-03-04,20.5,20.5,15.45,18.8,26,558,2025-03-05
O:SPY250305C00558000,2025-03-05,18.1,25.1,16,25.1,36,558,2025-03-05
O:SPY250305C00559000,2025-03-04,16.25,22.91,15.93,19.71,40,559,2025-03-05
O:SPY250305C00559000,2025-03-05,18.16,24.35,14.83,24.35,12,559,2025-03-05
O:SPY250305C00560000,2025-03-04,15.62,21.67,13.65,19.14,184,560,2025-03-05
O:SPY250305C00560000,2025-03-05,17,23.55,13.35,23.21,968,560,2025-03-05
O:SPY250305C00561000,2025-03-04,18.9,21.44,13.27,21.44,128,561,2025-03-05
O:SPY250305C00561000,2025-03-05,16.62,17.25,13,13.8,170,561,2025-03-05
O:SPY250305C00562000,2025-03-03,19.98,19.98,19.98,19.98,4,562,2025-03-05
O:SPY250305C00562000,2025-03-04,17.44,20.6,11.94,17.43,604,562,2025-03-05
O:SPY250305C00562000,2025-03-05,15.8,21.85,12.31,21.85,174,562,2025-03-05
O:SPY250305C00563000,2025-03-03,29.98,29.98,29.98,29.98,2,563,2025-03-05
O:SPY250305C00563000,2025-03-04,12.65,14.71,11.08,14.71,122,563,2025-03-05
O:SPY250305C00563000,2025-03-05,14.2,20.44,10.55,19.86,530,563,2025-03-05
O:SPY250305C00564000,2025-03-03,17.48,17.48,17.48,17.48,2,564,2025-03-05
O:SPY250305C00564000,2025-03-04,14.01,21,10.4,21,228,564,2025-03-05
O:SPY250305C00564000,2025-03-05,13.31,19.24,10.3,19.06,1284,564,2025-03-05
O:SPY250305C00565000,2025-03-03,18.08,18.08,16.5,16.5,6,565,2025-03-05
O:SPY250305C00565000,2025-03-04,15.1,16.97,9.16,14.34,780,565,2025-03-05
O:SPY250305C00565000,2025-03-05,12.2,19.37,8.7,17.79,996,565,2025-03-05
O:SPY250305C00566000,2025-03-03,15.67,15.72,15.67,15.72,22,566,2025-03-05
O:SPY250305C00566000,2025-03-04,14.33,17.01,8.94,11.82,402,566,2025-03-05
O:SPY250305C00566000,2025-03-05,11.29,18.54,7.78,17.7,1750,566,2025-03-05
O:SPY250305C00567000,2025-03-03,26.29,26.37,15.76,15.79,36,567,2025-03-05
O:SPY250305C00567000,2025-03-04,12.48,16.56,7.86,11.45,1228,567,2025-03-05
O:SPY250305C00567000,2025-03-05,10.95,17.08,6.8,15.71,2232,567,2025-03-05
O:SPY250305C00568000,2025-03-03,14.05,16.17,14.05,16.17,50,568,2025-03-05
O:SPY250305C00568000,2025-03-04,12.84,15.14,6.91,11.24,296,568,2025-03-05
O:SPY250305C00568000,2025-03-05,9.61,16.18,5.99,14.7,2698,568,2025-03-05
O:SPY250305C00569000,2025-03-03,13.15,15.17,13.15,15.17,46,569,2025-03-05
O:SPY250305C00569000,2025-03-04,11.69,13.24,6.24,9.01,454,569,2025-03-05
O:SPY250305C00569000,2025-03-05,8.77,15.25,5.26,13.82,3010,569,2025-03-05
O:SPY250305C00570000,2025-03-03,22.54,22.54,12.33,15.1,206,570,2025-03-05
O:SPY250305C00570000,2025-03-04,11.09,14.38,5.4,9.64,4610,570,2025-03-05
O:SPY250305C00570000,2025-03-05,7.67,14.62,4.4,12.59,10469,570,2025-03-05
O:SPY250305C00571000,2025-03-03,22.81,23.7,12.14,12.2,52,571,2025-03-05
O:SPY250305C00571000,2025-03-04,9.45,14.27,4.8,8.35,1606,571,2025-03-05
O:SPY250305C00571000,2025-03-05,7.27,13.66,3.76,11.8,8094,571,2025-03-05
O:SPY250305C00572000,2025-03-03,24.3,24.3,11.67,11.72,14,572,2025-03-05
O:SPY250305C00572000,2025-03-04,9.04,12.25,4.26,8.22,4377,572,2025-03-05
O:SPY250305C00572000,2025-03-05,6.33,12.2,3.12,11,11460,572,2025-03-05
O:SPY250305C00573000,2025-03-03,18.59,18.59,10.22,11.94,92,573,2025-03-05
O:SPY250305C00573000,2025-03-04,8.17,12.56,3.72,7.5,16334,573,2025-03-05
O:SPY250305C00573000,2025-03-05,5.46,11.56,2.56,9.99,28732,573,2025-03-05
O:SPY250305C00574000,2025-03-03,15.31,16.82,8.87,11.09,130,574,2025-03-05
O:SPY250305C00574000,2025-03-04,7.83,11.69,3.27,6.74,27929,574,2025-03-05
O:SPY250305C00574000,2025-03-05,4.73,10.77,2.09,8.41,68886,574,2025-03-05
O:SPY250305C00575000,2025-03-03,17.84,19.15,8.38,11.1,382,575,2025-03-05
O:SPY250305C00575000,2025-03-04,7.31,10.92,2.82,6,48197,575,2025-03-05
O:SPY250305C00575000,2025-03-05,4.06,9.67,1.67,7.48,136022,575,2025-03-05
O:SPY250305C00576000,2025-03-03,16.95,16.95,7.52,9.36,1920,576,2025-03-05
O:SPY250305C00576000,2025-03-04,6.44,10.14,2.46,5.35,43383,576,2025-03-05
O:SPY250305C00576000,2025-03-05,3.57,8.9,1.34,6.55,171330,576,2025-03-05
O:SPY250305C00577000,2025-03-03,19,19,6.95,9.34,428,577,2025-03-05
O:SPY250305C00577000,2025-03-04,5.91,9.25,2.11,4.7,64282,577,2025-03-05
O:SPY250305C00577000,2025-03-05,3.18,7.86,1.05,5.56,270806,577,2025-03-05
O:SPY250305C00578000,2025-03-03,15.08,15.74,6.27,8.86,786,578,2025-03-05
O:SPY250305C00578000,2025-03-04,5.22,8.47,1.78,4.1,80920,578,2025-03-05
O:SPY250305C00578000,2025-03-05,2.56,6.9,0.83,4.51,398163,578,2025-03-05
O:SPY250305C00579000,2025-03-03,14,15.63,5.76,7.89,2792,579,2025-03-05
O:SPY250305C00579000,2025-03-04,4.77,7.63,1.53,3.58,62671,579,2025-03-05
O:SPY250305C00579000,2025-03-05,2.23,5.98,0.64,3.53,733266,579,2025-03-05
O:SPY250305C00580000,2025-03-03,16.64,16.64,5.13,7.37,4070,580,2025-03-05
O:SPY250305C00580000,2025-03-04,4.1,6.9,1.28,3,181610,580,2025-03-05
O:SPY250305C00580000,2025-03-05,1.65,5.02,0.5,2.4,597662,580,2025-03-05
O:SPY250305C00581000,2025-03-03,15.73,16.14,4.64,6.67,4168,581,2025-03-05
O:SPY250305C00581000,2025-03-04,3.66,6.09,1.07,2.52,139124,581,2025-03-05
O:SPY250305C00581000,2025-03-05,1.44,4.11,0.38,1.59,304720,581,2025-03-05
O:SPY250305C00582000,2025-03-03,14.84,14.84,4.19,5.96,5834,582,2025-03-05
O:SPY250305C00582000,2025-03-04,3.29,5.44,0.88,2.12,105434,582,2025-03-05
O:SPY250305C00582000,2025-03-05,1.14,3.2,0.29,0.67,365524,582,2025-03-05
O:SPY250305C00583000,2025-03-03,13.81,14.59,3.63,5.5,6526,583,2025-03-05
O:SPY250305C00583000,2025-03-04,2.75,4.8,0.72,1.75,235040,583,2025-03-05
O:SPY250305C00583000,2025-03-05,0.92,2.43,0.15,0.17,484540,583,2025-03-05
O:SPY250305C00584000,2025-03-03,12.93,13.86,3.21,4.78,4910,584,2025-03-05
O:SPY250305C00584000,2025-03-04,2.4,4.19,0.58,1.42,87417,584,2025-03-05
O:SPY250305C00584000,2025-03-05,0.7,1.83,0.02,0.03,407453,584,2025-03-05
O:SPY250305C00585000,2025-03-03,12.18,13,2.85,4.36,5644,585,2025-03-05
O:SPY250305C00585000,2025-03-04,2.09,3.61,0.47,1.1,130215,585,2025-03-05
O:SPY250305C00585000,2025-03-05,0.52,1.32,0.01,0.01,596223,585,2025-03-05
O:SPY250305C00586000,2025-03-03,11.19,12,2.44,3.81,5182,586,2025-03-05
O:SPY250305C00586000,2025-03-04,1.71,3.07,0.38,0.87,62961,586,2025-03-05
O:SPY250305C00586000,2025-03-05,0.38,0.92,0.01,0.01,261423,586,2025-03-05
O:SPY250305C00587000,2025-03-03,10.47,11.52,2.19,3.29,5498,587,2025-03-05
O:SPY250305C00587000,2025-03-04,1.47,2.57,0.3,0.66,50558,587,2025-03-05
O:SPY250305C00587000,2025-03-05,0.25,0.61,0.01,0.01,227215,587,2025-03-05
O:SPY250305C00588000,2025-03-03,9.69,10.55,1.84,2.89,8282,588,2025-03-05
O:SPY250305C00588000,2025-03-04,1.2,2.12,0.24,0.48,58159,588,2025-03-05
O:SPY250305C00588000,2025-03-05,0.18,0.39,0.01,0.01,177613,588,2025-03-05
O:SPY250305C00589000,2025-03-03,8.97,9.68,1.57,2.49,9708,589,2025-03-05
O:SPY250305C00589000,2025-03-04,0.92,1.73,0.17,0.34,45564,589,2025-03-05
O:SPY250305C00589000,2025-03-05,0.12,0.28,0.01,0.01,158447,589,2025-03-05
O:SPY250305C00590000,2025-03-03,8.12,9,1.35,2.11,27082,590,2025-03-05
O:SPY250305C00590000,2025-03-04,0.81,1.38,0.11,0.25,102742,590,2025-03-05
O:SPY250305C00590000,2025-03-05,0.09,0.2,0.01,0.01,206942,590,2025-03-05
O:SPY250305C00591000,2025-03-03,7.41,8,1.14,1.8,14708,591,2025-03-05
O:SPY250305C00591000,2025-03-04,0.64,1.08,0.07,0.17,43784,591,2025-03-05
O:SPY250305C00591000,2025-03-05,0.07,0.26,0.01,0.01,96317,591,2025-03-05
O:SPY250305C00592000,2025-03-03,6.63,7.31,0.95,1.49,19924,592,2025-03-05
O:SPY250305C00592000,2025-03-04,0.5,0.84,0.05,0.11,35016,592,2025-03-05
O:SPY250305C00592000,2025-03-05,0.05,0.09,0.01,0.01,74955,592,2025-03-05
O:SPY250305C00593000,2025-03-03,5.89,6.64,0.77,1.23,18940,593,2025-03-05
O:SPY250305C00593000,2025-03-04,0.38,0.64,0.03,0.08,49428,593,2025-03-05
O:SPY250305C00593000,2025-03-05,0.03,0.06,0.01,0.01,48159,593,2025-03-05
O:SPY250305C00594000,2025-03-03,5.26,6.01,0.65,1.01,19064,594,2025-03-05
O:SPY250305C00594000,2025-03-04,0.28,0.48,0.02,0.05,45697,594,2025-03-05
O:SPY250305C00594000,2025-03-05,0.01,0.05,0.01,0.01,44013,594,2025-03-05
O:SPY250305C00595000,2025-03-03,4.75,5.27,0.54,0.82,32531,595,2025-03-05
O:SPY250305C00595000,2025-03-04,0.24,0.36,0.02,0.04,56871,595,2025-03-05
O:SPY250305C00595000,2025-03-05,0.02,0.03,0.01,0.01,29008,595,2025-03-05
O:SPY250305C00596000,2025-03-03,4.07,4.71,0.45,0.67,23257,596,2025-03-05
O:SPY250305C00596000,2025-03-04,0.18,0.26,0.02,0.02,13396,596,2025-03-05
O:SPY250305C00596000,2025-03-05,0.02,0.02,0.01,0.01,10478,596,2025-03-05
O:SPY250305C00597000,2025-03-03,3.48,4.11,0.37,0.52,22717,597,2025-03-05
O:SPY250305C00597000,2025-03-04,0.15,0.19,0.01,0.02,10019,597,2025-03-05
O:SPY250305C00597000,2025-03-05,0.02,0.02,0.01,0.01,7599,597,2025-03-05
O:SPY250305C00598000,2025-03-03,3.02,3.51,0.29,0.4,28544,598,2025-03-05
O:SPY250305C00598000,2025-03-04,0.09,0.13,0.01,0.01,15630,598,2025-03-05
O:SPY250305C00598000,2025-03-05,0.01,0.01,0.01,0.01,1218,598,2025-03-05
O:SPY250305C00599000,2025-03-03,2.48,2.91,0.23,0.31,12668,599,2025-03-05
O:SPY250305C00599000,2025-03-04,0.07,0.1,0.01,0.01,16175,599,2025-03-05
O:SPY250305C00599000,2025-03-05,0.01,0.01,0.01,0.01,306,599,2025-03-05
O:SPY250305C00600000,2025-03-03,2.13,2.5,0.19,0.24,52086,600,2025-03-05
O:SPY250305C00600000,2025-03-04,0.05,0.11,0.01,0.02,28276,600,2025-03-05
O:SPY250305C00600000,2025-03-05,0.01,0.01,0.01,0.01,874,600,2025-03-05
O:SPY250305C00601000,2025-03-03,1.65,2.04,0.16,0.18,14720,601,2025-03-05
O:SPY250305C00601000,2025-03-04,0.04,0.06,0.01,0.01,5646,601,2025-03-05
O:SPY250305C00601000,2025-03-05,0.01,0.01,0.01,0.01,132,601,2025-03-05
